w1	Oinarrizko
w2	Eskubideen
w3	Agiria
w4	onartu
w5	dute
w6	hamabost
w7	estatuek
w8	.
w9	Eztabaida
w10	gogorrenak
w11	gaur
w12	arratsaldean
w13	hasiko
w14	dira
w15	,
w16	Europako
w17	Batasunaren
mw1	Europako_Batasunaren
w18	erreformaren
w19	gaiari
w20	helduko
w21	baitiote
w22	EBko
w23	kideek
w24	.
w25	Agentziak
w26	/
w27	Niza
w28	.
w29	Oinarrizko
w30	Eskubideen
w31	Agiria
w32	onartu
w33	zuten
w34	atzo
w35	Europako
w36	Batasuneko
mw2	Europako_Batasuneko
w37	hamabost
w38	estatu
w39	kideetako
w40	Gobernu
w41	eta
w42	estatuburuek
w43	,
w44	Nizan
w45	egiten
w46	ari
w47	diren
mw3	ari_diren
w48	goi
w49	bileran
w50	.
w51	Europako
w52	herritarrei
w53	54
w54	eskubide
w55	zibil
w56	,
w57	ekonomiko
w58	,
w59	sozial
w60	eta
w61	politiko
w62	aitortzen
w63	die
w64	agiriak
w65	,
w66	baina
w67	deklarazio
w68	politiko
w69	huts
w70	izango
w71	da
w72	oraingoz
w73	,
w74	ez
w75	baitu
w76	indar
w77	loteslerik
w78	izango
w79	.
w80	Zenbait
w81	kidek
w82	-
w83	Erresuma
w84	Batuak
w85	,
w86	batez
w87	ere
mw4	batez_ere
w88	-
w89	ez
w90	dute
w91	onartzen
w92	estatuengan
w93	eragina
w94	izatea
w95	;
w96	Frantziak
w97	,
w98	Holandak
w99	eta
w100	Alemaniak
w101	,
w102	aldiz
w103	,
w104	indar
w105	legala
w106	eman
mw5	indar_eman
w107	nahi
w108	diote
mw6	nahi_diote
w109	.
w110	Kritikoen
w111	ustez
w112	,
w113	Europa
w114	osorako
w115	Konstituzio
w116	baten
w117	aurrekaria
w118	da
w119	agiria
w120	.
w121	Nizan
w122	hitzarmenik
w123	egitea
w124	lortuko
w125	balitz
w126	,
w127	agiria
w128	ez
w129	litzateke
w130	barruan
w131	sartuko
w132	.
w133	Baina
w134	hitzaurreak
w135	azpimarratzen
w136	duenez
w137	,
w138	«
w139	Europako
w140	Kontseiluak
w141	uste
w142	du
mw7	uste_du
w143	agiria
w144	hitzarmenean
w145	sartu
w146	beharko
w147	litzatekeela
w148	,
w149	indar
w150	legala
w151	izateko
w152	Europako
w153	Batasuneko
mw8	Europako_Batasuneko
w154	agintarien
w155	gainean
w156	eta
w157	edozein
w158	herritarrek
w159	auzitegietara
w160	jotzeko
w161	oinarria
w162	izan
w163	dadin
w164	»
w165	.
w166	Hala
w167	egingo
w168	balitz
w169	,
w170	Turkiari
w171	Batasuneko
w172	kide
w173	izateko
w174	aurrebaldintzatzat
w175	ezarriko
w176	lioke
w177	heriotz
w178	zigorra
w179	eta
w180	exekuzioak
w181	bertan
w182	behera
w183	uztea
mw9	bertan_behera_uztea
w184	.
w185	Adierazpen
w186	eta
w187	pentsamendu
w188	askatasuna
w189	zein
w190	legearen
w191	aurrean
w192	berdintasun
w193	printzipioa
w194	dira
w195	agiriak
w196	jasotzen
w197	dituen
w198	beste
w199	eskubideetako
w200	batzuk
w201	.
w202	Goi
w203	agintariak
w204	bilera
w205	egiten
w206	ari
w207	ziren
mw10	ari_ziren
w208	eraikinaren
w209	aurrean
w210	elkartu
w211	ziren
w212	milaka
w213	manifestarik
w214	-
w215	ezkertiarrak
w216	eta
w217	globalizazioaren
w218	aurkakoak
w219	-
w220	salatu
w221	zuten
w222	agiriak
w223	ez
w224	dituela
w225	bizi
w226	baldintza
w227	hobeak
w228	ekarriko
w229	eta
w230	bakarrik
w231	eskubide
w232	jakin
w233	batzuk
w234	aitortzen
w235	dituela
w236	.
w237	Manifestazio
w238	baketsuen
w239	bitartez
w240	hasi
w241	zituzten
w242	protesta
w243	ekintzak
w244	«
w245	Europa
w246	ez
w247	da
w248	merkantzia
w249	»
w250	mezua
w251	helerazteko
w252	,
w253	baina
w254	polizia
w255	eta
w256	jendarmeekin
w257	liskarrak
w258	izan
w259	zituzten
w260	gero
w261	.
w262	Manifestariek
w263	harriak
w264	eta
w265	botilak
w266	jaurti
w267	zizkieten
w268	,
w269	eta
w270	poliziek
w271	gas
w272	negar
w273	eragilea
w274	.
w275	Ondorioz
w276	,
w277	20
w278	bat
w279	polizia
w280	eta
w281	jendarme
w282	zauritu
w283	ziren
w284	eta
w285	45
w286	manifestari
w287	atxilotu
w288	zituzten
w289	-
w290	16
w291	euskal
w292	herritar
mw11	euskal_herritar
w293	-
w294	.
w295	Liskarrek
w296	oihartzuna
w297	izan
w298	zuten
w299	goi
w300	bileran
w301	.
w302	Romano
w303	Prodi
w304	Europako
w305	Batzordeko
w306	presidenteak
w307	,
w308	Frantziako
w309	lehen
w310	ministro
mw12	lehen_ministro
w311	Lionel
w312	Jospinek
w313	eta
w314	Europako
w315	Batasuneko
mw13	Europako_Batasuneko
w316	txandakako
w317	lehendakaritzako
w318	buru
w319	Jacques
w320	Chiracek
w321	manifestarien
w322	«
w323	indarkeria
w324	ekintzak
w325	»
w326	gaitzetsi
w327	zituzten
w328	.
w329	Europako
w330	Batasuneko
